0 5404.4688 4.6872663497924805 5.4044694900512695 12.82105541229248 0.05151190608739853 0.06248323991894722 0.07432874292135239 -88.2042631149292 229510.3265625
10 5858.0586 5.068747043609619 5.858057975769043 12.81704330444336 33.16823959350586 33.17797088623047 33.17953109741211 -63.40366621017456 238625.526953125
20 5487.735 4.884239673614502 5.487734794616699 12.781882286071777 58.471431732177734 58.47489547729492 58.47542190551758 -32.814696598052976 184974.5234375
30 14626.266 10.748289108276367 14.62626838684082 20.66841697692871 87.59719848632812 87.59923553466797 87.59957122802734 -158.45289916992186 1659518.384375
40 10799.864 7.447507381439209 10.799864768981934 15.115424156188965 120.63414764404297 120.63516998291016 120.63533020019531 -61.88291692733765 795231.840625
50 6372.3022 5.109386444091797 6.372302055358887 12.863775253295898 147.13565063476562 147.13600158691406 147.13604736328125 38.57211656570435 181888.280859375
60 10181.161 6.693758964538574 10.181159973144531 13.694087028503418 172.00616455078125 172.00648498535156 172.00660705566406 -1.658450049161911 596851.5921875
70 8763.718 5.463177680969238 8.76371955871582 13.562307357788086 197.58309936523438 197.58338928222656 197.5834503173828 46.80392951965332 366964.08203125
80 9736.529 7.83644962310791 9.736530303955078 14.330900192260742 225.11846923828125 225.1187286376953 225.1187286376953 57.3900689125061 453964.58671875
90 8602.521 6.14942741394043 8.602520942687988 13.856791496276855 249.57406616210938 249.57424926757812 249.5742950439453 100.22530708312988 297192.978125
100 9004.897 6.740452766418457 9.004897117614746 14.55832290649414 268.90228271484375 268.90240478515625 268.9024658203125 112.0630485534668 324060.9234375
110 5339.5894 4.131120204925537 5.339588642120361 13.243042945861816 283.3591003417969 283.3597106933594 283.360107421875 186.996183013916 47961.1888671875
120 6788.295 5.670045375823975 6.788295269012451 13.407427787780762 305.69940185546875 305.699462890625 305.6995544433594 185.02576179504393 103435.34296875
130 6347.0225 5.4313788414001465 6.347022533416748 13.552936553955078 325.67681884765625 325.6769714355469 325.67694091796875 211.7782497406006 69495.7677734375
140 6857.38 6.1219162940979 6.857380390167236 14.01893138885498 337.7796630859375 337.77972412109375 337.77978515625 213.5280948638916 88488.3484375
150 5078.1787 4.504068374633789 5.078178882598877 12.792462348937988 351.6404724121094 351.6404724121094 351.64056396484375 257.8028388977051 15847.623754882812
